"m[1]"	"m[2]"	"m[3]"	"m[4]"	"m[5]"	"m[6]"	"c[1]"	"c[2]"	"c[3]"	"c[4]"	"c[5]"	"c[6]"	"tau_norm"	"mu_m"	"mu_c"	"tau_m"	"tau_c"	"probdiff"	"m_pred"	"c_pred"	"log_lik"
1.07235081031729	0.820569117799772	0.667125178753551	1.03451910991856	0.597488216311367	0.786373035472882	0.322875082981018	0.384229481311315	0.479025738933435	0.250385910084824	0.503307557760318	0.372969861090589	80.0454083337697	0.846726102010039	0.380698669750634	31.2757037994898	122.195671349004	0.00366362078153988	0.6549698778385	0.228811086535582	7447.56891140805
1.07011023207732	0.873219484835583	0.640781228357493	1.03860242254819	0.606660415131875	0.742927050414293	0.323861227399164	0.354684299635886	0.48170934011765	0.250293191376735	0.496298731539482	0.408739769048646	84.2157066637496	0.899213385945815	0.416542390446601	41.9338287745385	78.4359937224362	0.0116114960303846	1.06365143421042	0.279095747037577	7445.99513348368
1.07574746092033	0.812919270010487	0.66438942856941	1.0265057380143	0.600812460251483	0.831927285246887	0.319607790403385	0.391558708450574	0.471294153757577	0.252155735664679	0.505118344268548	0.359877651820911	82.7008214534888	0.905152329611441	0.385731861491516	37.090390722299	134.214836860409	0.019630543112933	0.890026269711222	0.609169778095904	7446.72080121435
1.0655626393359	0.876054212050491	0.644873497375146	1.04136812473396	0.610468792417618	0.739806737392821	0.32686257375474	0.354874988855627	0.480453997777533	0.248383136948691	0.49899910112507	0.407804883737359	83.2740756699527	0.859357867120646	0.441891415711553	39.1787899658579	84.5233847878907	0.0106481907457051	0.830427471070591	0.462520354975834	7447.61004278426
1.04996427473714	0.87188184488936	0.652716586998744	1.03212107458837	0.614571750401997	0.773067220682932	0.328793105070067	0.359626755151988	0.478050714232541	0.248212987697657	0.499814067861542	0.39824316996239	82.9969860544025	0.859518200256636	0.40098025183695	30.5780457326836	75.1971778450755	0.0282023397890303	0.795988664439054	0.452739685546878	7447.52553949303
1.08776853320349	0.825314822939402	0.658433176792755	1.02115735707486	0.597883321311916	0.806252198701253	0.308632955451295	0.377905772133161	0.47642403440999	0.253443044805665	0.50614623236063	0.384619117492144	80.7109704348907	0.808494604073562	0.303019159591852	69.593524634901	68.9626571990706	0.00218783828579348	0.798824427002427	0.365403312304293	7446.00540741098
1.04518682603646	0.863582894568467	0.670910659175507	1.04951586162993	0.604890268652532	0.845823582991707	0.3345600570268	0.364540265907904	0.474202440553976	0.243338393124676	0.498710600182211	0.364969133667643	84.5052245165237	0.93917808227133	0.435853149224044	23.1248183280715	136.299911647588	0.0228240311344719	1.03563491262585	0.452636620083627	7445.45953869904
1.0724545496318	0.831350903341499	0.625071292320059	1.01706933081585	0.59428044993094	0.834044303482988	0.314057888773824	0.379365263526199	0.48996223389953	0.260643707462912	0.506780775484142	0.34827412319922	80.5490839629712	0.706475947005083	0.305014388394852	28.9203702621526	53.4435048745962	0.00295753388238752	0.635342523994104	0.381545064934172	7442.62483623035
1.08223367863594	0.831035530637579	0.634906854354277	1.02754066990653	0.592521373204357	0.878561947586185	0.321767566545554	0.375909383395736	0.492907116539972	0.255403482790508	0.506019450032421	0.34401780269089	81.7901360188114	0.618034630874483	0.326624944886374	26.4629097534458	67.2688268743555	0.0038534461018781	0.893009844686368	0.297389885214523	7446.82482740701
1.07052619329331	0.842840027465912	0.618634814722258	1.0171480584448	0.614951098522176	0.760154255818911	0.315255600032083	0.372163428320021	0.493696272217151	0.256020890537299	0.496146070687196	0.399286592616275	82.6121652158018	0.874795849761959	0.387278658202567	31.883370412299	79.9831371787052	0.0143770874568689	0.853372540844509	0.553244336592856	7445.0658418961
1.07446327658811	0.84348958005085	0.655116466626472	1.01368527662235	0.615500428245295	0.779918202740396	0.321737387452223	0.370125390751166	0.482740310279029	0.259269263374956	0.495644253631536	0.389294478135935	83.0670060257496	0.773832872394278	0.36927315738008	34.4266118354924	168.807111878193	0.00524647825445098	0.893264123433411	0.354251963100975	7450.29350101717
1.05908985813332	0.830160696115515	0.66611934378599	1.0490769563808	0.588499146475302	0.837217470513413	0.325561753675715	0.373588703577602	0.475865922705098	0.243613364003976	0.509479088745928	0.355974086046829	83.7638047362491	0.764172826836971	0.3272559507796	20.9344931358916	78.4325602225468	0.0024521216488084	0.601888278168587	0.40115971426786	7448.23912335824
1.08377094512618	0.823972138689391	0.661656519857169	1.03978664246282	0.583318093851936	0.846024187241057	0.316435574552527	0.377342812696835	0.474694017763613	0.244960903899908	0.511352350527081	0.353584902787819	83.7046421977028	0.742581749731238	0.343470941655639	45.7175325994467	76.3867985910784	0.000990341265714696	0.955377468498733	0.406963578677086	7447.32686145105
1.08934009899596	0.838107973181469	0.679579953429925	1.05355803131706	0.608024944585281	0.750106059042946	0.312596855948523	0.370495148915078	0.468652071202321	0.236013263695652	0.499932858767253	0.404941753200665	83.5433456250296	0.901616556972767	0.378900175472456	47.5453330642493	99.205294870041	0.00431503688910368	1.07637415651696	0.435496138061314	7447.06366484671
1.04567195305926	0.821153385418068	0.628285610065784	1.02138738714784	0.603490532114248	0.867685613412257	0.331855667367123	0.385214370649194	0.493781968451698	0.256808884177796	0.502646613608896	0.345600462303509	81.0905968699666	0.793741839899112	0.379277752740199	37.7150119118306	94.9411223582705	0.000489991143627276	0.759321323708487	0.230128021443178	7445.37978928154
1.03605311701753	0.813670456431265	0.623347442137884	1.03115287077004	0.606044537092678	0.865129331341456	0.333131373262425	0.38304723156049	0.502212961911216	0.251431564496857	0.501485465248203	0.359808367414919	80.8885375030052	0.861089812317044	0.372856658186132	47.3429936301387	65.5988232451451	0.000541355935138332	1.03396963851396	0.538905254957928	7440.15006031566
1.05967101891486	0.832645434773008	0.65926769310869	1.04929726126817	0.604851913197149	0.829448783801014	0.326348475720242	0.377026151930419	0.478644371394498	0.242164423501832	0.503445992023189	0.370324357136474	83.0209136847297	0.761631544165354	0.3834639470522	54.7042080200796	160.603989491126	0.00820749462929339	0.961254355843123	0.47361403914607	7451.64790747512
