"m[1]"	"m[2]"	"m[3]"	"m[4]"	"m[5]"	"m[6]"	"c[1]"	"c[2]"	"c[3]"	"c[4]"	"c[5]"	"c[6]"	"tau_norm"	"mu_m"	"mu_c"	"tau_m"	"tau_c"	"probdiff"	"m_pred"	"c_pred"	"log_lik"
1.13696460803653	1.19903734454717	1.06563312382029	1.26938427239067	0.845565842505631	0.849104918367734	0.288235564231379	0.252597581717875	0.491386250029512	0.293805402593344	0.586391266922298	0.597574292751389	82.7116461595175	1.00794822486351	0.379953920085228	36.9441935665786	69.4919925435156	0.150499978334654	0.89330685613979	0.176134417881114	7412.8160681855
1.13216512034289	1.1958579905524	1.06826461777881	1.26322353427737	0.842762086556255	0.853847427392128	0.285559035480673	0.255033821894959	0.496837690138157	0.297003399728089	0.576124652692175	0.601153437087215	85.8070502139376	1.08287624201806	0.443135979824372	29.2611331169302	35.1566915394413	0.150754856017399	0.708408377218515	0.717176469919568	7400.70330230322
1.13997418753899	1.27863679900159	1.07083765380409	1.26419553842738	0.862300662111363	0.836632045028265	0.286247463374577	0.219015831781825	0.490441939054538	0.297164021966664	0.575993590383898	0.611041889935421	83.0101676221848	1.11390863368089	0.444166909769006	22.2586251771813	73.4592045101261	0.176917420174029	1.0374490621706	0.499122646873905	7407.26219693206
1.1336614599842	1.2147960067317	1.06088795754436	1.27112424004505	0.842164703957697	0.810108247248893	0.285831022943269	0.245787400355615	0.496992641358903	0.294845753460016	0.576757344253859	0.623935137710535	82.3049268669857	1.04986987245522	0.375854882039255	68.1979301953712	37.5662071562511	0.201973841896181	1.11212033599037	0.429730646678797	7421.72875468006
1.11822989839517	1.237686480898	1.05610901615322	1.27238364085533	0.847737441123457	0.885651725133476	0.292421742495495	0.235898347759731	0.493378840865775	0.295568262364501	0.577213610515631	0.59456318273173	82.845311632638	1.04742450313574	0.430940543108172	21.1535601956077	74.9532460415976	0.189613781262458	1.03404245367862	0.413230403858003	7407.15467459258
1.15068079372405	1.22427808323196	1.08875055032593	1.25346313739066	0.840427394791593	0.813884055406225	0.281436519466184	0.242116032439351	0.491262413179033	0.29998578647883	0.584317245595876	0.629743999596804	82.1698551465659	1.16535729496542	0.418722743675972	53.2296827492003	34.2248391586081	0.196805290647778	1.18105803483154	0.301263156957132	7416.07791162278
1.11898811836787	1.21377799047155	1.06240933221426	1.28425086306427	0.859582103512849	0.870749202797392	0.292545836335642	0.246058592051025	0.487412869398767	0.292705942656772	0.571356932665433	0.587295395296339	83.2565757641822	0.930051313184248	0.389255938056226	27.5548187966453	87.3103461684663	0.182036167988059	0.879784431370376	0.407947918014427	7409.46376215845
1.13765945764723	1.24444186201746	1.06711980442243	1.2649335805269	0.836044985082657	0.806478626119419	0.285010936882432	0.230921781417678	0.487968309187272	0.303393530737852	0.584883178052223	0.632682335691972	81.7315405396947	0.935779939220339	0.420507213577324	33.6669149812355	43.4236199277248	0.219340833619032	0.887354644225764	0.615661228230445	7404.41573882351
1.15747819580925	1.20467408649087	1.07847947597188	1.26313109111741	0.851118431794018	0.808686227525928	0.279475365284285	0.249149348660165	0.483358334429192	0.303480070729032	0.575234545299775	0.622957536394612	83.8573591772026	1.22031274181953	0.346967829261648	37.3700490318059	41.2480120745263	0.172045165683096	1.43805113342206	0.491099249802986	7421.67121341258
1.12384445879424	1.2203712599309	1.0630458414666	1.29423058651488	0.833835112303796	0.85897606174875	0.292784692819739	0.244608158052749	0.488620202365771	0.28303908404973	0.583083318212476	0.596737203573658	83.7950375107178	0.895953211928586	0.428036636779026	51.8136117136931	85.4377635485885	0.192522414288735	0.727582657448975	0.335668748392789	7401.32831583129
1.15115717197281	1.22953713321484	1.08062145577864	1.25371292564244	0.856706725288054	0.83225179261405	0.278107762253661	0.237828550290793	0.491591090451096	0.302566205393846	0.577633942410016	0.61093780212994	81.4962008835543	1.31437317685556	0.381188005850982	21.5786961538008	35.4326025331237	0.178806504783568	1.34196979504074	0.525688515703594	7403.55178856622
1.130436561843	1.22370138450886	1.04851464061868	1.25226767246084	0.830566096111616	0.851646477500208	0.290456850510171	0.242178605523921	0.498359340246586	0.304355214620145	0.58637374067368	0.604165163886737	83.7762713379845	0.890337215442605	0.448792585268107	31.7928548222502	82.5177442434136	0.200404488989912	0.89787768202667	0.473361830747913	7408.87789869559
